14324,14324.email@yahoo.com,Judith,Sanchez,3214103851,,,,6435863839,,,,,,false,false,,,,,[],[],[]
,,,,,,,,,,,,,,,,,,,,,"[{""company"":""Sodexo"",""position"":""Almacenista"",""start_date"":""2014-01-21"",""end_date"":""2017-09-26"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Cueros Vélez "",""position"":""Bodeguero "",""start_date"":""2018-03-18"",""end_date"":""2020-01-18"",""at_present"":false,""description"":""Recibió de mercancia,organización, verificación de lo que se recibe orden de mi area de trabajo y otros cargos"",""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null}]","[{""id"":585724,""record_id"":""5941814"",""test_type"":""eri"",""city_name"":""META"",""position_name"":""CEDI"",""system_state"":""FP"",""valid_system_state"":0,""txt"":"""",""report_date"":""2020-02-20"",""report_time"":""2020-02-20T16:05:17.000Z"",""report_updated_at"":""2020-02-20T16:05:17.000Z"",""report_created_at"":""2020-02-20T15:53:23.000Z"",""post_state"":""2"",""company_id"":49,""created_at"":""2020-02-20T19:07:21.109Z"",""updated_at"":""2020-02-20T19:07:21.109Z"",""position_id"":669,""state_by_company"":false,""phone"":null,""position_code"":""760491"",""psy_tests"":[{""id"":4534411,""percent"":41.0,""color"":""RedSquare"",""width"":418.61,""black"":40.84,""gray"":387.98,""zone"":""4A"",""scale_state"":""PS"",""created_at"":""2020-02-20T19:07:21.155Z"",""node"":""a1"",""order"":1},{""id"":4534412,""percent"":18.0,""color"":""GreenSquare"",""width"":183.78,""black"":40.84,""gray"":387.98,""zone"":""2A"",""scale_state"":""DP"",""created_at"":""2020-02-20T19:07:21.171Z"",""node"":""a2"",""order"":2},{""id"":4534413,""percent"":12.0,""color"":""BlueSquare"",""width"":122.52,""black"":40.84,""gray"":316.51,""zone"":""1B"",""scale_state"":""DP"",""created_at"":""2020-02-20T19:07:21.185Z"",""node"":""a3"",""order"":3},{""id"":4534414,""percent"":2.0,""color"":""BlueSquare"",""width"":20.42,""black"":51.05,""gray"":163.36,""zone"":""1A"",""scale_state"":""DP"",""created_at"":""2020-02-20T19:07:21.198Z"",""node"":""a4"",""order"":4},{""id"":4534415,""percent"":20.0,""color"":""GreenSquare"",""width"":204.2,""black"":61.26,""gray"":224.62,""zone"":""2B"",""scale_state"":""DP"",""created_at"":""2020-02-20T19:07:21.212Z"",""node"":""a5"",""order"":5},{""id"":4534416,""percent"":25.0,""color"":""OrangeSquare"",""width"":255.25,""black"":40.84,""gray"":449.24,""zone"":""3A"",""scale_state"":""DP"",""created_at"":""2020-02-20T19:07:21.228Z"",""node"":""a6"",""order"":6},{""id"":4534417,""percent"":48.0,""color"":""RedSquare"",""width"":490.08,""black"":40.84,""gray"":439.03,""zone"":""4B"",""scale_state"":""FP"",""created_at"":""2020-02-20T19:07:21.243Z"",""node"":""a7"",""order"":7}]}]"
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],"[{""id"":545808,""record_id"":""5785771"",""test_type"":""ccv"",""city_name"":""BOGOTÁ"",""position_name"":""ASESOR VENTAS"",""system_state"":"""",""valid_system_state"":0,""txt"":""Es un Candidato Altamente Recomendable.\n\nPercentil 83 = El puntaje es mejor que el 83% de la población de vendedores evaluados con CCV.\n\nExiste una muy alta probabilidad que el desempeño comercial del candidato sea exitoso, y que su trabajo pueda impactar directamente en los resultados de la compañía. \n"",""report_date"":""2020-01-16"",""report_time"":""2020-01-16T18:43:54.000Z"",""report_updated_at"":""2020-01-16T18:43:54.000Z"",""report_created_at"":""2020-01-16T18:11:41.000Z"",""post_state"":""2"",""company_id"":14,""created_at"":""2020-01-16T21:46:23.718Z"",""updated_at"":""2020-01-16T21:46:23.718Z"",""position_id"":764,""state_by_company"":false,""phone"":null,""position_code"":""202558"",""psy_tests"":[{""id"":4221477,""percent"":83.0,""color"":""linea-azul"",""width"":415.0,""black"":null,""gray"":null,""zone"":"""",""scale_state"":"""",""created_at"":""2020-01-16T21:46:23.749Z"",""node"":""a1"",""order"":1},{""id"":4221478,""percent"":18.0,""color"":""linea-roja"",""width"":90.0,""black"":null,""gray"":null,""zone"":"""",""scale_state"":"""",""created_at"":""2020-01-16T21:46:23.769Z"",""node"":""a2"",""order"":2},{""id"":4221479,""percent"":99.0,""color"":""linea-azul"",""width"":495.0,""black"":null,""gray"":null,""zone"":"""",""scale_state"":"""",""created_at"":""2020-01-16T21:46:23.792Z"",""node"":""a3"",""order"":3},{""id"":4221480,""percent"":74.0,""color"":""linea-verde"",""width"":370.0,""black"":null,""gray"":null,""zone"":"""",""scale_state"":"""",""created_at"":""2020-01-16T21:46:23.808Z"",""node"":""a4"",""order"":4},{""id"":4221481,""percent"":77.0,""color"":""linea-azul"",""width"":385.0,""black"":null,""gray"":null,""zone"":"""",""scale_state"":"""",""created_at"":""2020-01-16T21:46:23.834Z"",""node"":""a5"",""order"":5},{""id"":4221482,""percent"":64.0,""color"":""linea-verde"",""width"":320.0,""black"":null,""gray"":null,""zone"":"""",""scale_state"":"""",""created_at"":""2020-01-16T21:46:23.855Z"",""node"":""a6"",""order"":6},{""id"":4221483,""percent"":77.0,""color"":""linea-azul"",""width"":385.0,""black"":null,""gray"":null,""zone"":"""",""scale_state"":"""",""created_at"":""2020-01-16T21:46:23.874Z"",""node"":""a7"",""order"":7},{""id"":4221484,""percent"":69.0,""color"":""linea-verde"",""width"":345.0,""black"":null,""gray"":null,""zone"":"""",""scale_state"":"""",""created_at"":""2020-01-16T21:46:23.894Z"",""node"":""a8"",""order"":8},{""id"":4221485,""percent"":88.0,""color"":""linea-azul"",""width"":440.0,""black"":null,""gray"":null,""zone"":"""",""scale_state"":"""",""created_at"":""2020-01-16T21:46:23.922Z"",""node"":""a9"",""order"":9}]},{""id"":545809,""record_id"":""5785772"",""test_type"":""eri"",""city_name"":""BOGOTÁ"",""position_name"":""ASESOR VENTAS"",""system_state"":""FP"",""valid_system_state"":0,""txt"":"""",""report_date"":""2020-01-16"",""report_time"":""2020-01-16T18:43:54.000Z"",""report_updated_at"":""2020-01-16T18:43:54.000Z"",""report_created_at"":""2020-01-16T18:11:41.000Z"",""post_state"":""2"",""company_id"":14,""created_at"":""2020-01-16T21:46:23.954Z"",""updated_at"":""2020-01-16T21:46:23.954Z"",""position_id"":764,""state_by_company"":false,""phone"":null,""position_code"":""202558"",""psy_tests"":[{""id"":4221486,""percent"":36.0,""color"":""OrangeSquare"",""width"":367.56,""black"":40.84,""gray"":367.56,""zone"":""3B"",""scale_state"":""DP"",""created_at"":""2020-01-16T21:46:24.002Z"",""node"":""a1"",""order"":1},{""id"":4221487,""percent"":19.0,""color"":""GreenSquare"",""width"":193.99,""black"":40.84,""gray"":367.56,""zone"":""2B"",""scale_state"":""DP"",""created_at"":""2020-01-16T21:46:24.021Z"",""node"":""a2"",""order"":2},{""id"":4221488,""percent"":13.0,""color"":""GreenSquare"",""width"":132.73,""black"":40.84,""gray"":265.46,""zone"":""2A"",""scale_state"":""DP"",""created_at"":""2020-01-16T21:46:24.045Z"",""node"":""a3"",""order"":3},{""id"":4221489,""percent"":14.0,""color"":""GreenSquare"",""width"":142.94,""black"":40.84,""gray"":204.2,""zone"":""2A"",""scale_state"":""DP"",""created_at"":""2020-01-16T21:46:24.059Z"",""node"":""a4"",""order"":4},{""id"":4221490,""percent"":38.0,""color"":""RedSquare"",""width"":387.98,""black"":81.68,""gray"":204.2,""zone"":""4A"",""scale_state"":""FP"",""created_at"":""2020-01-16T21:46:24.073Z"",""node"":""a5"",""order"":5},{""id"":4221491,""percent"":7.0,""color"":""BlueSquare"",""width"":71.47,""black"":40.84,""gray"":449.24,""zone"":""1B"",""scale_state"":""DP"",""created_at"":""2020-01-16T21:46:24.086Z"",""node"":""a6"",""order"":6},{""id"":4221492,""percent"":20.0,""color"":""GreenSquare"",""width"":204.2,""black"":40.84,""gray"":449.24,""zone"":""2B"",""scale_state"":""DP"",""created_at"":""2020-01-16T21:46:24.100Z"",""node"":""a7"",""order"":7}]}]"
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,"[{""company"":""MINI MERCADO EL SAMAN, C.A"",""position"":""ADMINISTRADORA"",""start_date"":""2012-03-12"",""end_date"":""2015-09-25"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""CONSTRUCCTORA FRANVICA,C.A"",""position"":""COORD. LABORAL"",""start_date"":""2010-01-06"",""end_date"":""2010-12-30"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""BANCO DE VENEZUELA S.A.Y.C.A"",""position"":""EJECUTIVOS DE NEGOCIO PYMES"",""start_date"":""2015-10-26"",""end_date"":""2017-01-25"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""ANDECO LTDA"",""position"":""Promotor comercial"",""start_date"":""2018-05-01"",""end_date"":""2018-07-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""El Fenix fumigaciones y extintores"",""position"":""Promotor comercial"",""start_date"":""2017-10-01"",""end_date"":""2018-02-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null}]",[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,"[{""company"":""Holcres SAS"",""position"":""Auxiliar de Cartera"",""start_date"":""2017-10-01"",""end_date"":""2018-01-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Emtelco Tigo Une"",""position"":""Contac center"",""start_date"":""2018-01-01"",""end_date"":null,""at_present"":true,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null}]",[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,"[{""company"":""Celular Sun "",""position"":""Sau "",""start_date"":""2013-07-16"",""end_date"":""2016-06-30"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null}]",[]
,,,,,,,,,,,,,,,,,,,,,"[{""company"":""Douglas trade"",""position"":""asistente eventos"",""start_date"":""2011-02-02"",""end_date"":""2012-11-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null}]",[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,"[{""company"":""tiendas karambas"",""position"":""Auxiliar de Bodega "",""start_date"":""2008-12-01"",""end_date"":""2010-07-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Pollos Robertos"",""position"":""Mesero"",""start_date"":""2012-06-01"",""end_date"":""2014-01-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Etnicos"",""position"":""artesano"",""start_date"":""2017-01-01"",""end_date"":""2017-03-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Magenta"",""position"":""artesano"",""start_date"":""2018-02-01"",""end_date"":""2018-04-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Sunshine Bouquet"",""position"":""ayudante de produccion"",""start_date"":""2019-01-01"",""end_date"":""2019-02-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Supermercado CADA"",""position"":""Auxiliar de Bodega "",""start_date"":""2007-01-01"",""end_date"":""2008-10-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Tijeras shop"",""position"":""Ayudante de almacén e inventario"",""start_date"":""2015-04-01"",""end_date"":""2017-12-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Grupo Kasamia sas"",""position"":""Ayudante de produccion"",""start_date"":""2019-02-01"",""end_date"":""2019-05-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Cravings"",""position"":""vendedor"",""start_date"":""2018-06-01"",""end_date"":""2018-12-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null}]",[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,"[{""company"":""Titán Plaza Centro Comercial"",""position"":""Coordinador de Talento Humano"",""start_date"":""2016-05-16"",""end_date"":""2017-02-28"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Outosorcing Contable"",""position"":""Consultor Senior"",""start_date"":""2014-10-01"",""end_date"":""2016-05-13"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Clínica Juan N Corpas"",""position"":""Jefe de Talento Humano"",""start_date"":""2018-11-01"",""end_date"":null,""at_present"":true,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Medical Th Grupo Salud Total"",""position"":""Coordinador Senior de Talento Humano"",""start_date"":""2018-02-01"",""end_date"":""2018-08-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Outsourcing contable"",""position"":""Coordinador Senior"",""start_date"":""2019-02-01"",""end_date"":null,""at_present"":true,""description"":""Consultor para empresas del sector real en temas relacionados con la administración de personal, nómina, selección de personal por competencias, procesos disciplinarios, desarrollo humano, evaluación de desempeño y diagnóstico de clima organizacional.\n\nLogros:\n·\tReducción de los tiempos en los procesos de selección de los candidatos para cargos estratégicos en un 20%.\n·\tReducción de los tiempos del proceso de contratación en un 25%; con ello se disminuyó el índice de deserción de los candidatos y se minimizaron los reprocesos del área de nómina y contratación.\n"",""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null}]","[{""id"":70171,""record_id"":""4175730"",""test_type"":""eri"",""city_name"":""BOGOTÁ"",""position_name"":""ADMINISTRATIVO"",""system_state"":""PS"",""valid_system_state"":1,""txt"":"""",""report_date"":""2018-08-22"",""report_time"":""2018-08-22T11:28:00.000Z"",""report_updated_at"":""2018-08-22T11:28:00.000Z"",""report_created_at"":""2018-08-22T11:17:23.000Z"",""post_state"":""2"",""company_id"":11,""created_at"":""2018-08-22T15:04:37.789Z"",""updated_at"":""2018-08-22T16:46:15.484Z"",""position_id"":53,""state_by_company"":false,""phone"":null,""position_code"":""442765"",""psy_tests"":[{""id"":422451,""percent"":25.0,""color"":""OrangeSquare"",""width"":255.25,""black"":40.84,""gray"":408.4,""zone"":""3A"",""scale_state"":""DP"",""created_at"":""2018-08-22T15:04:37.804Z"",""node"":""3A"",""order"":1},{""id"":623559,""percent"":18.0,""color"":""GreenSquare"",""width"":183.78,""black"":51.05,""gray"":357.35,""zone"":""2A"",""scale_state"":""DP"",""created_at"":""2018-08-22T16:46:15.389Z"",""node"":""2A"",""order"":2},{""id"":623560,""percent"":13.0,""color"":""GreenSquare"",""width"":132.73,""black"":40.84,""gray"":296.09,""zone"":""2A"",""scale_state"":""DP"",""created_at"":""2018-08-22T16:46:15.401Z"",""node"":""2A"",""order"":3},{""id"":623561,""percent"":14.0,""color"":""GreenSquare"",""width"":142.94,""black"":40.84,""gray"":204.2,""zone"":""2A"",""scale_state"":""DP"",""created_at"":""2018-08-22T16:46:15.413Z"",""node"":""2A"",""order"":4},{""id"":623562,""percent"":20.0,""color"":""GreenSquare"",""width"":204.2,""black"":40.84,""gray"":183.78,""zone"":""2B"",""scale_state"":""PS"",""created_at"":""2018-08-22T16:46:15.425Z"",""node"":""2B"",""order"":5},{""id"":623563,""percent"":5.0,""color"":""BlueSquare"",""width"":51.05,""black"":40.84,""gray"":408.4,""zone"":""1A"",""scale_state"":""DP"",""created_at"":""2018-08-22T16:46:15.437Z"",""node"":""1A"",""order"":6},{""id"":623564,""percent"":24.0,""color"":""GreenSquare"",""width"":245.04,""black"":30.63,""gray"":459.45,""zone"":""2B"",""scale_state"":""DP"",""created_at"":""2018-08-22T16:46:15.620Z"",""node"":""2B"",""order"":7}]}]"
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,"[{""company"":""DSJ suministros medicos s.a.s. "",""position"":""compras"",""start_date"":""2017-01-09"",""end_date"":""2019-09-08"",""at_present"":false,""description"":""apertura de nuevos proovedores\ncompras al extranjero\nrecepcion de productos\ninventarios\nservicio al cliente\nManejo de presupuesto \n"",""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""DSJ suministros medicos s.a.s."",""position"":""auxiliar administrativo"",""start_date"":""2010-06-08"",""end_date"":""2014-09-04"",""at_present"":false,""description"":""actividades de caracter administrativo\natencion telefonica\nagendamiento de citas\ncaja menor\ntoma de pedidos\narchivo y documentacion\nservicio al cliente"",""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""DIAN"",""position"":""auxiliar de importaciones"",""start_date"":""2014-07-21"",""end_date"":""2015-01-21"",""at_present"":false,""description"":""servicio al cliente\nautorizaciones de correccion de importacion\nrevision de declaracion de importacion\ncontrol del sistema operativo MUISCA\ncarchivo y documentacion\n"",""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Oftalmed"",""position"":""Coordinador logistico"",""start_date"":""2015-02-10"",""end_date"":""2016-08-22"",""at_present"":false,""description"":""Recepción de productos\nAlmacenamiento \nControl de stock \nInventario \nDespachos\nRutas de entrega\nPersonas a cargo(2)"",""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null}]",[]
,,,,,,,,,,,,,,,,,,,,,"[{""company"":""Hotel los leones"",""position"":""Recepcionista"",""start_date"":""2017-04-01"",""end_date"":""2017-05-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""Zifeng Internacional Language School"",""position"":""Profesor"",""start_date"":""2017-11-01"",""end_date"":""2018-02-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""One Kola"",""position"":""Intérprete Chino mandarín"",""start_date"":""2018-06-01"",""end_date"":""2018-07-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""PET del Caribe"",""position"":""Intérprete Chino mandarín"",""start_date"":""2018-03-01"",""end_date"":""2018-04-01"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null}]",[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],"[{""id"":9590,""record_id"":""2585944_3771209"",""test_type"":""eri"",""city_name"":""BOGOTÁ"",""position_name"":""TRANSPORTE DE VALORES"",""system_state"":""PS"",""valid_system_state"":1,""txt"":"""",""report_date"":""2018-03-15"",""report_time"":""2018-03-15T21:01:01.000Z"",""report_updated_at"":""2018-03-15T20:41:54.000Z"",""report_created_at"":""2018-03-15T21:01:01.000Z"",""post_state"":""2"",""company_id"":25,""created_at"":""2018-03-15T23:48:11.701Z"",""updated_at"":""2018-03-15T23:48:11.831Z"",""position_id"":161,""state_by_company"":true,""phone"":""3195691184"",""position_code"":""780190"",""psy_tests"":[{""id"":70851,""percent"":25.0,""color"":""OrangeSquare"",""width"":255.25,""black"":40.84,""gray"":387.98,""zone"":""3A"",""scale_state"":""DP"",""created_at"":""2018-03-15T23:48:11.720Z"",""node"":""a1"",""order"":1},{""id"":70852,""percent"":24.0,""color"":""GreenSquare"",""width"":245.04,""black"":40.84,""gray"":408.4,""zone"":""2B"",""scale_state"":""DP"",""created_at"":""2018-03-15T23:48:11.728Z"",""node"":""a2"",""order"":2},{""id"":70853,""percent"":12.0,""color"":""BlueSquare"",""width"":122.52,""black"":40.84,""gray"":275.67,""zone"":""1B"",""scale_state"":""DP"",""created_at"":""2018-03-15T23:48:11.737Z"",""node"":""a3"",""order"":3},{""id"":70854,""percent"":17.0,""color"":""GreenSquare"",""width"":173.57,""black"":40.84,""gray"":183.78,""zone"":""2A"",""scale_state"":""DP"",""created_at"":""2018-03-15T23:48:11.746Z"",""node"":""a4"",""order"":4},{""id"":70855,""percent"":21.0,""color"":""GreenSquare"",""width"":214.41,""black"":40.84,""gray"":173.57,""zone"":""2B"",""scale_state"":""PS"",""created_at"":""2018-03-15T23:48:11.754Z"",""node"":""a5"",""order"":5},{""id"":70856,""percent"":2.0,""color"":""BlueSquare"",""width"":20.42,""black"":51.05,""gray"":439.03,""zone"":""1A"",""scale_state"":""DP"",""created_at"":""2018-03-15T23:48:11.763Z"",""node"":""a6"",""order"":6},{""id"":70857,""percent"":15.0,""color"":""GreenSquare"",""width"":153.15,""black"":40.84,""gray"":398.19,""zone"":""2A"",""scale_state"":""DP"",""created_at"":""2018-03-15T23:48:11.771Z"",""node"":""a7"",""order"":7}]}]"
,,,,,,,,,,,,,,,,,,,,,"[{""company"":""LE COCO COMIDA RAPIDA "",""position"":""PARRILLERO"",""start_date"":""0019-11-16"",""end_date"":""0031-01-18"",""at_present"":true,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""HOUSE AREPAS "",""position"":""PARRILERRO"",""start_date"":""0002-02-18"",""end_date"":""0010-03-18"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null},{""company"":""RESTAURATE MASS RIKIS "",""position"":""AUXILIAR DE COCINA "",""start_date"":""2016-11-03"",""end_date"":""2016-11-03"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null}]",[]
,,,,,,,,,,,,,,,,,,,,,"[{""company"":""Emtelco"",""position"":""Asesor"",""start_date"":""2016-02-02"",""end_date"":""2017-08-18"",""at_present"":false,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null}]",[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,"[{""company"":""CONSULTECH SAS"",""position"":""INGENIERO RESIDENTE"",""start_date"":""2017-09-01"",""end_date"":""2018-02-01"",""at_present"":null,""description"":null,""job_functions"":null,""withdrawal_reason"":null,""other_withdrawal_reason"":null}]",[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
,,,,,,,,,,,,,,,,,,,,,[],[]
